codigo,clase,propiedad,superficie,instalado,numero_suc,elemento,localidad,provincia,coca,ipid,central,miga,estado,cedido_por,tipo,long x,latit y,id,valor,f_valor,icon_url
CR 2935,GEN,tesa,,,,arqueta,Madrid,Madrid,,"2073999",M/Arguelles,2810011,4,,zanja,,,"10144",,,./0.png
CR 2934,GEN,tesa,,,,arqueta,Madrid,Madrid,,"2073963",M/Arguelles,2810011,4,,zanja,,,"10145",,,./0.png
CR 2932,GEN,tesa,,,,arqueta,Madrid,Madrid,,"2073961",M/Arguelles,2810011,4,,zanja,,,"10146",,,./0.png
,A1,gtd,,2015/11/16,,arqueta,Sevilla,Sevilla,,,,,1,,,,,"10147","3",2021/01/01,./0.png
,A1,gtd,,2015/11/16,,arqueta,Sevilla,Sevilla,,,,,1,,,,,"10148","3",2021/01/01,./0.png
CR 3548,GEN,tesa,,,,arqueta,Madrid,Madrid,,"2073951",M/Arguelles,2810011,4,,zanja,,,"10149",,,./0.png
CR 2931,GEN,tesa,,,,arqueta,Madrid,Madrid,,"2073949",M/Arguelles,2810011,4,,zanja,,,"10150",,,./0.png
CR 2930,GEN,tesa,,,,arqueta,Madrid,Madrid,,"2073948",M/Arguelles,2810011,4,,zanja,,,"10151",,,./0.png
CR 2929,GEN,tesa,,,,arqueta,Madrid,Madrid,,"2073924",M/Arguelles,2810011,4,,zanja,,,"10152",,,./0.png
CR 2928,GEN,tesa,,,,arqueta,Madrid,Madrid,,"2073872",M/Arguelles,2810011,4,,zanja,,,"10153",,,./0.png
CR 2927,GEN,tesa,,,,arqueta,Madrid,Madrid,,"2073873",M/Arguelles,2810011,4,,zanja,,,"10154",,,./0.png
ARQ 8073175,D,,,,,,,,,"8073175",,,,,,,,"10156",,,./0.png
ARQ 8073177,D,,,,,,,,,"8073177",,,,,,,,"10157",,,./0.png
ARQ 8073186,D,tesa,,,627SUCW96452020052700,arqueta,Conil de la frontera,Cadiz,,"8073",Conil/trafalgar,1162002,4,,,,,"10158",,,./0.png
ARQ 8073187,D,tesa,,,627SUCW96452020052700,arqueta,Conil de la frontera,Cadiz,,"8073187",Conil/trafalgar,1162002,4,,,,,"10159",,,./0.png
ARQ 8072889,D,,,,627SUCW96452020052700,,,,,"8072889",,,,,,,,"10160",,,./0.png
ARQ 8073164,H,tesa,,,627SUCW96452020052700,arqueta,Conil de la frontera,Cadiz,,"8073",Conil/trafalgar,1162002,4,,,,,"10161",,,./0.png
ARQ 8072891,D,tesa,,,627SUCW96452020052700,arqueta,Conil de la frontera,Cadiz,,"8072891",Conil/trafalgar,1162002,4,,,,,"10162",,,./0.png
ARQ 8073245,H,tesa,,,627SUCW96452020052700,arqueta,Conil de la frontera,Cadiz,,"8073245",Conil/trafalgar,1162002,4,,,,,"10163",,,./0.png
ARQ 8073159,I GEN ICT,tesa,,,627SUCW96452020052700,arqueta,Conil de la frontera,Cadiz,,"8073159",Conil/trafalgar,1162002,4,,,,,"10164",,,./0.png
ARQ 8072894,D,tesa,,,627SUCW96452020052700,arqueta,Conil de la frontera,Cadiz,,"8072894",Conil/trafalgar,1162002,4,,,,,"10165",,,./0.png
ARQ 8072903,D,tesa,,,627SUCW96452020052700,arqueta,Conil de la frontera,Cadiz,,"8072903",Conil/trafalgar,1162002,4,,,,,"10166",,,./0.png
CR 19,gABP,tesa,,,627SUCW63232020080700,arqueta,Brenes,Sevilla,,"5420265",Brenes,4112002,4,,zanja,,,"10167",,,./0.png
CR 22,GEN,tesa,,,627SUCW63232020080700,arqueta,Brenes,Sevilla,,"5420051",Brenes,4112002,4,,zanja,,,"10168",,,./0.png
CR 21,GEN,tesa,,,627SUCW63232020080700,arqueta,Brenes,Sevilla,,"5420050",Brenes,4112002,4,,zanja,,,"10169",,,./0.png
CR 5,gLR,tesa,,,627SUCW63232020080700,arqueta,Brenes,Sevilla,,"5420029",Brenes,4112002,4,,zanja,,,"10170",,,./0.png
CR 4,gBR,tesa,,,627SUCW63232020080700,arqueta,Brenes,Sevilla,,"5420028",Brenes,4112002,4,,zanja,,,"10171",,,./0.png
CR 3,gLR,tesa,,,627SUCW63232020080700,arqueta,Brenes,Sevilla,,"5420027",Brenes,4112002,4,,zanja,,,"10172",,,./0.png
CR 2,gLR,tesa,,,627SUCW63232020080700,arqueta,Brenes,Sevilla,,"5420026",Brenes,4112002,4,,zanja,,,"10173",,,./0.png
CR 1,gLR,tesa,,,627SUCW63232020080700,arqueta,Brenes,Sevilla,,"5420023",Brenes,4112002,4,,zanja,,,"10174",,,./0.png
CR 7,gTR,tesa,,,627SUCW63232020080700,arqueta,Brenes,Sevilla,,"5420024",Brenes,4112002,4,,zanja,,,"10175",,,./0.png
CR 8,gBR,tesa,,,627SUCW63232020080700,arqueta,Brenes,Sevilla,,"5420025",Brenes,4112002,4,,zanja,,,"10176",,,./0.png
CR 9,gLR,tesa,,,627SUCW63232020080700,arqueta,Brenes,Sevilla,,"5420034",Brenes,4112002,4,,zanja,,,"10177",,,./0.png
CR 16,gJR,tesa,,,627SUCW63232020080700,arqueta,Brenes,Sevilla,,"5420047",Brenes,4112002,4,,zanja,,,"10178",,,./0.png
CR 26,gBR,tesa,,,627SUCW63232020080700,arqueta,Brenes,Sevilla,,"5420388",Brenes,4112002,4,,zanja,,,"10179",,,./0.png
CR 27,gBR,tesa,,,627SUCW63232020080700,arqueta,Brenes,Sevilla,,"5420389",Brenes,4112002,4,,zanja,,,"10180",,,./0.png
ARQ 5420065,D,tesa,,,627SUCW63232020080700,arqueta,Brenes,Sevilla,,"5420065",Brenes,4112002,4,,zanja,,,"10181",,,./0.png
ARQ 5420064,D,tesa,,,627SUCW63232020080700,arqueta,Brenes,Sevilla,,"5420064",Brenes,4112002,4,,zanja,,,"10182",,,./0.png
ARQ 5420059,D,tesa,,,627SUCW63232020080700,arqueta,Brenes,Sevilla,,"5420059",Brenes,4112002,4,,zanja,,,"10183",,,./0.png
ARQ VF 1,,vodafone,,,,,,,,,,,1,,,,,"10184","3",2021/01/01,./0.png
ARQ VF 2,,vodafone,,,,,,,,,,,1,,,,,"10185","3",2021/01/01,./0.png
ARQ VF 3,,vodafone,,,,,,,,,,,1,,,,,"10186","3",2021/01/01,./0.png
ARQ VF 4,,vodafone,,,,,,,,,,,1,,,,,"10187","3",2021/01/01,./0.png
ARQ VF 5,,vodafone,,,,,,,,,,,1,,,,,"10188","3",2021/01/01,./0.png
ARQ VF 6,,vodafone,,,,,,,,,,,1,,,,,"10189","3",2021/01/01,./0.png
ARQ VF 8,,vodafone,,,,,,,,,,,1,,,,,"10191","3",2021/01/01,./0.png
,,tesa,,,,arqueta,Las rozas,Madrid,,,Las Rozas/Cruces,,4,,zanja,,,"10192",,,./0.png
,,tesa,,,,arqueta,Las rozas,Madrid,,,Las Rozas/Cruces,,4,,zanja,,,"10193",,,./0.png
,,tesa,,,,arqueta,Las rozas,Madrid,,,Las Rozas/Cruces,,4,,zanja,,,"10194",,,./0.png
,,tesa,,,,arqueta,Las rozas,Madrid,,,Las Rozas/Cruces,,4,,zanja,,,"10195",,,./0.png
,,tesa,,,,arqueta,Las rozas,Madrid,,,Las Rozas/Cruces,,4,,zanja,,,"10196",,,./0.png
,,tesa,,,,arqueta,Las rozas,Madrid,,,Las Rozas/Cruces,,4,,zanja,,,"10197",,,./0.png
,,tesa,,,,arqueta,Las rozas,Madrid,,,Las Rozas/Cruces,,4,,zanja,,,"10198",,,./0.png
,,tesa,,,,arqueta,Las rozas,Madrid,,,Las Rozas/Cruces,,4,,zanja,,,"10199",,,./0.png
,,tesa,,,,arqueta,Las rozas,Madrid,,,Las Rozas/Cruces,,4,,zanja,,,"10200",,,./0.png
,,tesa,,,,arqueta,Las rozas,Madrid,,,Las Rozas/Cruces,,4,,zanja,,,"10201",,,./0.png
,,tesa,,,,arqueta,Las rozas,Madrid,,,Las Rozas/Cruces,,4,,zanja,,,"10202",,,./0.png
,,tesa,,,,arqueta,Las rozas,Madrid,,,Las Rozas/Cruces,,4,,zanja,,,"10203",,,./0.png
,,tesa,,,,arqueta,Las rozas,Madrid,,,Las Rozas/Cruces,,4,,zanja,,,"10204",,,./0.png
,,tesa,,,,arqueta,Las rozas,Madrid,,,Las Rozas/Cruces,,4,,zanja,,,"10205",,,./0.png
,,tesa,,,,arqueta,Las rozas,Madrid,,,Las Rozas/Cruces,,4,,zanja,,,"10206",,,./0.png
,,tesa,,,,arqueta,Las rozas,Madrid,,,Las Rozas/Cruces,,4,,zanja,,,"10207",,,./0.png
,,tesa,,,,arqueta,Las rozas,Madrid,,,Las Rozas/Cruces,,4,,zanja,,,"10208",,,./0.png
,,tesa,,,,arqueta,Las rozas,Madrid,,,Las Rozas/Cruces,,4,,zanja,,,"10209",,,./0.png
,,tesa,,,,arqueta,Las rozas,Madrid,,,Las Rozas/Cruces,,4,,zanja,,,"10210",,,./0.png
,,tesa,,,,arqueta,Las rozas,Madrid,,,Las Rozas/Cruces,,4,,zanja,,,"10211",,,./0.png
,,tesa,,,,arqueta,Las rozas,Madrid,,,Las Rozas/Cruces,,4,,zanja,,,"10212",,,./0.png
,,tesa,,,,arqueta,Las rozas,Madrid,,,Las Rozas/Cruces,,4,,zanja,,,"10213",,,./0.png
,,tesa,,,,arqueta,Las rozas,Madrid,,,Las Rozas/Cruces,,4,,zanja,,,"10214",,,./0.png
,,tesa,,,,arqueta,Las rozas,Madrid,,,Las Rozas/Cruces,,4,,zanja,,,"10215",,,./0.png
,,tesa,,,,arqueta,Las rozas,Madrid,,,Las Rozas/Cruces,,4,,zanja,,,"10216",,,./0.png
,,tesa,,,,arqueta,Las rozas,Madrid,,,Las Rozas/Cruces,,4,,zanja,,,"10217",,,./0.png
,,tesa,,,,arqueta,Las rozas,Madrid,,,Las Rozas/Cruces,,4,,zanja,,,"10218",,,./0.png
,,tesa,,,,arqueta,Las rozas,Madrid,,,Las Rozas/Cruces,,4,,zanja,,,"10219",,,./0.png
,,tesa,,,,arqueta,Las rozas,Madrid,,,Las Rozas/Cruces,,4,,zanja,,,"10220",,,./0.png
,,tesa,,,,arqueta,Las rozas,Madrid,,,Las Rozas/Cruces,,4,,zanja,,,"10221",,,./0.png
,,tesa,,,,arqueta,Las rozas,Madrid,,,Las Rozas/Cruces,,4,,zanja,,,"10222",,,./0.png
,,tesa,,,,arqueta,Las rozas,Madrid,,,Las Rozas/Cruces,,4,,zanja,,,"10223",,,./0.png
,,tesa,,,,arqueta,Las rozas,Madrid,,,Las Rozas/Cruces,,4,,zanja,,,"10224",,,./0.png
,,tesa,,,,arqueta,Las rozas,Madrid,,,Las Rozas/Cruces,,4,,zanja,,,"10225",,,./0.png
,,tesa,,,,arqueta,Las rozas,Madrid,,,Las Rozas/Cruces,,4,,zanja,,,"10226",,,./0.png
,,tesa,,,,arqueta,Las rozas,Madrid,,,Las Rozas/Cruces,,4,,zanja,,,"10227",,,./0.png
,,tesa,,,,arqueta,Las rozas,Madrid,,,Las Rozas/Cruces,,4,,zanja,,,"10228",,,./0.png
,,tesa,,,,arqueta,Las rozas,Madrid,,,Las Rozas/Cruces,,4,,zanja,,,"10229",,,./0.png
,,tesa,,,,arqueta,Las rozas,Madrid,,,Las Rozas/Cruces,,4,,zanja,,,"10230",,,./0.png
,,tesa,,,,arqueta,Las rozas,Madrid,,,Las Rozas/Cruces,,4,,zanja,,,"10231",,,./0.png
,,tesa,,,,arqueta,Las rozas,Madrid,,,Las Rozas/Cruces,,4,,zanja,,,"10232",,,./0.png
,,tesa,,,,arqueta,Las rozas,Madrid,,,Las Rozas/Cruces,,4,,zanja,,,"10233",,,./0.png
,,tesa,,,,arqueta,Las rozas,Madrid,,,Las Rozas/Cruces,,4,,zanja,,,"10234",,,./0.png
,,tesa,,,,arqueta,Las rozas,Madrid,,,Las Rozas/Cruces,,4,,zanja,,,"10235",,,./0.png
,,tesa,,,,arqueta,Las rozas,Madrid,,,Las Rozas/Cruces,,4,,zanja,,,"10236",,,./0.png
,,tesa,,,,arqueta,Las rozas,Madrid,,,Las Rozas/Cruces,,4,,zanja,,,"10237",,,./0.png
,,tesa,,,,arqueta,Las rozas,Madrid,,,Las Rozas/Cruces,,4,,zanja,,,"10238",,,./0.png
,,tesa,,,,arqueta,Las rozas,Madrid,,,Las Rozas/Cruces,,4,,zanja,,,"10239",,,./0.png
,,tesa,,,,arqueta,Las rozas,Madrid,,,Las Rozas/Cruces,,4,,zanja,,,"10240",,,./0.png
,,tesa,,,,arqueta,Las rozas,Madrid,,,Las Rozas/Cruces,,4,,zanja,,,"10241",,,./0.png
,,tesa,,,,arqueta,Las rozas,Madrid,,,Las Rozas/Cruces,,4,,zanja,,,"10242",,,./0.png
,,tesa,,,,arqueta,Las rozas,Madrid,,,Las Rozas/Cruces,,4,,zanja,,,"10243",,,./0.png
,,tesa,,,,arqueta,Las rozas,Madrid,,,Las Rozas/Cruces,,4,,zanja,,,"10244",,,./0.png
,,tesa,,,,arqueta,Las rozas,Madrid,,,Las Rozas/Cruces,,4,,zanja,,,"10245",,,./0.png
,,tesa,,,,arqueta,Las rozas,Madrid,,,Las Rozas/Cruces,,4,,zanja,,,"10246",,,./0.png
,,tesa,,,,arqueta,Las rozas,Madrid,,,Las Rozas/Cruces,,4,,zanja,,,"10247",,,./0.png
,,tesa,,,,arqueta,Las rozas,Madrid,,,Las Rozas/Cruces,,4,,zanja,,,"10248",,,./0.png
,,tesa,,,,arqueta,Las rozas,Madrid,,,Las Rozas/Cruces,,4,,zanja,,,"10249",,,./0.png
,,tesa,,,,arqueta,Las rozas,Madrid,,,Las Rozas/Cruces,,4,,zanja,,,"10251",,,./0.png
,,tesa,,,,arqueta,Las rozas,Madrid,,,Las Rozas/Cruces,,4,,zanja,,,"10252",,,./0.png
,,tesa,,,,arqueta,Las rozas,Madrid,,,Las Rozas/Cruces,,4,,zanja,,,"10253",,,./0.png
,,tesa,,,,arqueta,Las Rozas,Madrid,,,Majadahonda,,4,,zanja,,,"10254",,,./0.png
,,tesa,,,,arqueta,Las Rozas,Madrid,,,Majadahonda,,4,,zanja,,,"10255",,,./0.png
,,tesa,,,,arqueta,Las Rozas,Madrid,,,Majadahonda,,4,,zanja,,,"10256",,,./0.png
,,tesa,,,,arqueta,Las Rozas,Madrid,,,Majadahonda,,4,,zanja,,,"10257",,,./0.png
,,tesa,,,,arqueta,Las Rozas,Madrid,,,Majadahonda,,4,,zanja,,,"10258",,,./0.png
,,tesa,,,,arqueta,Las Rozas,Madrid,,,Majadahonda,,4,,zanja,,,"10259",,,./0.png
,,tesa,,,,arqueta,Las Rozas,Madrid,,,Majadahonda,,4,,zanja,,,"10260",,,./0.png
,,tesa,,,,arqueta,Las Rozas,Madrid,,,Majadahonda,,4,,zanja,,,"10261",,,./0.png
,,tesa,,,,arqueta,Las Rozas,Madrid,,,Majadahonda,,4,,zanja,,,"10262",,,./0.png
,,tesa,,,,arqueta,Las Rozas,Madrid,,,Majadahonda,,4,,zanja,,,"10263",,,./0.png
,,tesa,,,,arqueta,Las Rozas,Madrid,,,Majadahonda,,4,,zanja,,,"10264",,,./0.png
,,tesa,,,,arqueta,Las Rozas,Madrid,,,Majadahonda,,4,,zanja,,,"10265",,,./0.png
,,tesa,,,,arqueta,Las Rozas,Madrid,,,Majadahonda,,4,,zanja,,,"10266",,,./0.png
,,tesa,,,,arqueta,Las Rozas,Madrid,,,Majadahonda,,4,,zanja,,,"10267",,,./0.png
,,tesa,,,,arqueta,Las Rozas,Madrid,,,Majadahonda,,4,,zanja,,,"10269",,,./0.png
,,tesa,,,,arqueta,Las Rozas,Madrid,,,Majadahonda,,4,,zanja,,,"10270",,,./0.png
,,tesa,,,,arqueta,Las Rozas,Madrid,,,Majadahonda,,4,,zanja,,,"10271",,,./0.png
,,tesa,,,,arqueta,Las Rozas,Madrid,,,Majadahonda,,4,,zanja,,,"10272",,,./0.png
,,tesa,,,,arqueta,Las Rozas,Madrid,,,Majadahonda,,4,,zanja,,,"10273",,,./0.png
,,tesa,,,,arqueta,Las Rozas,Madrid,,,Majadahonda,,4,,zanja,,,"10274",,,./0.png
,,tesa,,,,arqueta,Las Rozas,Madrid,,,Majadahonda,,4,,zanja,,,"10275",,,./0.png
,,tesa,,,,arqueta,Las Rozas,Madrid,,,Majadahonda,,4,,zanja,,,"10276",,,./0.png
,,tesa,,,,arqueta,Las Rozas,Madrid,,,Majadahonda,,4,,zanja,,,"10277",,,./0.png
,,tesa,,,,arqueta,Las Rozas,Madrid,,,Majadahonda,,4,,zanja,,,"10278",,,./0.png
,,tesa,,,,arqueta,Las Rozas,Madrid,,,Majadahonda,,4,,zanja,,,"10279",,,./0.png
,,tesa,,,,arqueta,Las Rozas,Madrid,,,Majadahonda,,4,,zanja,,,"10280",,,./0.png
,,tesa,,,,arqueta,Las Rozas,Madrid,,,Majadahonda,,4,,zanja,,,"10281",,,./0.png
,,tesa,,,,arqueta,Las Rozas,Madrid,,,Majadahonda,,4,,zanja,,,"10282",,,./0.png
,,tesa,,,,arqueta,Las Rozas,Madrid,,,Majadahonda,,4,,zanja,,,"10283",,,./0.png
,,tesa,,,,arqueta,Las Rozas,Madrid,,,Majadahonda,,4,,zanja,,,"10284",,,./0.png
,,tesa,,,,arqueta,Las Rozas,Madrid,,,Majadahonda,,4,,zanja,,,"10285",,,./0.png
,,tesa,,,,arqueta,Las Rozas,Madrid,,,Majadahonda,,4,,zanja,,,"10286",,,./0.png
,,tesa,,,,arqueta,Las Rozas,Madrid,,,Majadahonda,,4,,zanja,,,"10287",,,./0.png
,,tesa,,,,arqueta,Las Rozas,Madrid,,,Majadahonda,,4,,zanja,,,"10288",,,./0.png
,,tesa,,,,arqueta,Las Rozas,Madrid,,,Majadahonda,,4,,zanja,,,"10289",,,./0.png
,,tesa,,,,arqueta,Las Rozas,Madrid,,,Majadahonda,,4,,zanja,,,"10290",,,./0.png
,,tesa,,,,arqueta,Las Rozas,Madrid,,,Majadahonda,,4,,zanja,,,"10291",,,./0.png
,,tesa,,,,arqueta,Las Rozas,Madrid,,,Majadahonda,,4,,zanja,,,"10292",,,./0.png
,,tesa,,,,arqueta,Las Rozas,Madrid,,,Majadahonda,,4,,zanja,,,"10293",,,./0.png
,,tesa,,,,arqueta,Las Rozas,Madrid,,,Majadahonda,,4,,zanja,,,"10294",,,./0.png
,,tesa,,,,arqueta,Las Rozas,Madrid,,,Majadahonda,,4,,zanja,,,"10295",,,./0.png
,,tesa,,,,arqueta,Las Rozas,Madrid,,,Majadahonda,,4,,zanja,,,"10296",,,./0.png
,,tesa,,,,arqueta,Las Rozas,Madrid,,,Majadahonda,,4,,zanja,,,"10297",,,./0.png
,,tesa,,,,arqueta,Las Rozas,Madrid,,,Majadahonda,,4,,zanja,,,"10298",,,./0.png
,,tesa,,,,arqueta,Las Rozas,Madrid,,,Majadahonda,,4,,zanja,,,"10299",,,./0.png
,,tesa,,,,arqueta,Las Rozas,Madrid,,,Majadahonda,,4,,zanja,,,"10300",,,./0.png
,,tesa,,,,arqueta,Las Rozas,Madrid,,,Majadahonda,,4,,zanja,,,"10301",,,./0.png
,,tesa,,,,arqueta,Las Rozas,Madrid,,,Majadahonda,,4,,zanja,,,"10302",,,./0.png
,,tesa,,,,arqueta,Las Rozas,Madrid,,,Majadahonda,,4,,zanja,,,"10303",,,./0.png
,,tesa,,,,arqueta,Las Rozas,Madrid,,,Majadahonda,,4,,zanja,,,"10304",,,./0.png
,,tesa,,,,arqueta,Las Rozas,Madrid,,,Majadahonda,,4,,zanja,,,"10305",,,./0.png
,,tesa,,,,arqueta,Las Rozas,Madrid,,,Majadahonda,,4,,zanja,,,"10306",,,./0.png
,,tesa,,,,arqueta,Las Rozas,Madrid,,,Majadahonda,,4,,zanja,,,"10307",,,./0.png
,,tesa,,,,arqueta,Las Rozas,Madrid,,,Majadahonda,,4,,zanja,,,"10308",,,./0.png
,,tesa,,,,arqueta,Las Rozas,Madrid,,,Majadahonda,,4,,zanja,,,"10309",,,./0.png
,,tesa,,,,arqueta,Las Rozas,Madrid,,,Majadahonda,,4,,zanja,,,"10310",,,./0.png
,,tesa,,,,arqueta,Las Rozas,Madrid,,,Majadahonda,,4,,zanja,,,"10311",,,./0.png
,,tesa,,,,arqueta,Las Rozas,Madrid,,,Majadahonda,,4,,zanja,,,"10312",,,./0.png
,,tesa,,,,arqueta,Las rozas,Madrid,,,Las Rozas/Cruces,,4,,zanja,,,"10313",,,./0.png
,,tesa,,,,arqueta,Las rozas,Madrid,,,Las Rozas/Cruces,,4,,zanja,,,"10314",,,./0.png
,,tesa,,,,arqueta,Las rozas,Madrid,,,Las Rozas/Cruces,,4,,zanja,,,"10315",,,./0.png
,,tesa,,,,arqueta,Las Rozas,Madrid,,,Majadahonda,,4,,zanja,,,"10316",,,./0.png
,,tesa,,,,arqueta,Las Rozas,Madrid,,,Majadahonda,,4,,zanja,,,"10317",,,./0.png
,,tesa,,,,arqueta,Las Rozas,Madrid,,,Majadahonda,,4,,zanja,,,"10318",,,./0.png
,,tesa,,,,,,,,,,,4,,,,,"10389",,,./0.png
CR 40,gJP,tesa,,,627SUCW26992020113000,arqueta,Majadahonda,Madrid,,"2288089",Majadahonda,2814004,4,,,,,"10319",,,./0.png
CR 39,GEN,tesa,,,627SUCW26992020113000,arqueta,Majadahonda,Madrid,,"2288093",Majadahonda,2814004,4,,,,,"10320",,,./0.png
ARQ 6777,DF,tesa,,,627SUCW26992020113000,arqueta,Majadahonda,Madrid,,"2289600",Majadahonda,2814004,4,,,,,"10321",,,./0.png
ARQ 6776,DF,tesa,,,627SUCW26992020113000,arqueta,Majadahonda,Madrid,,"2289587",,,4,,,,,"10322",,,./0.png
ARQ 2289588,P GEN ICT,tesa,,,627SUCW26992020113000,arqueta,Majadahonda,Madrid,,"2289588",Majadahonda,2814004,4,,,,,"10323",,,./0.png
ARQ 1161,DF,tesa,,,627SUCW26992020113000,arqueta,Majadahonda,Madrid,,"2289589",Majadahonda,2814004,4,,,,,"10324",,,./0.png
ARQ 1162,HF,tesa,,,627SUCW26992020113000,arqueta,Majadahonda,Madrid,,"2289590",Majadahonda,2814004,4,,,,,"10325",,,./0.png
ARQ 2289597,P GEN ICT,tesa,,,627SUCW26992020113000,arqueta,Majadahonda,Madrid,,"2289597",Majadahonda,2814004,4,,,,,"10326",,,./0.png
ARQ 2289596,P GEN ICT,tesa,,,627SUCW26992020113000,arqueta,Majadahonda,Madrid,,"2289596",Majadahonda,2814004,4,,,,,"10327",,,./0.png
ARQ 1163,DF,tesa,,,627SUCW26992020113000,arqueta,Majadahonda,Madrid,,"2289591",Majadahonda,2814004,4,,,,,"10328",,,./0.png
ARQ 6778,DF,tesa,,,627SUCW26992020113000,arqueta,Majadahonda,Madrid,,"2289594",Majadahonda,2814004,4,,,,,"10329",,,./0.png
ARQ 2289595,P GEN ICT,tesa,,,627SUCW26992020113000,arqueta,Majadahonda,Madrid,,"2289595",Majadahonda,2814004,4,,,,,"10330",,,./0.png
ARQ 6801,DF,tesa,,,627SUCW26992020113000,arqueta,Majadahonda,Madrid,,"2289592",Majadahonda,2814004,4,,,,,"10331",,,./0.png
ARQ 6802,DF,tesa,,,627SUCW26992020113000,arqueta,Majadahonda,Madrid,,"2289593",Majadahonda,2814004,4,,,,,"10332",,,./0.png
ARQ 6815,H,tesa,,,627SUCW26992020113000,arqueta,Majadahonda,Madrid,,"2288602",Majadahonda,2814004,4,,,,,"10334",,,./0.png
ARQ 2288551,H,tesa,,,627SUCW26992020113000,arqueta,Majadahonda,Madrid,,"2288551",Majadahonda,2814004,4,,,,,"10335",,,./0.png
ARQ 1159,H,tesa,,,627SUCW26992020113000,arqueta,Majadahonda,Madrid,,"2289607",Majadahonda,2814004,4,,,,,"10336",,,./0.png
ARQ 2289598,P GEN ICT,tesa,,,627SUCW26992020113000,arqueta,Majadahonda,Madrid,,"2289598",Majadahonda,2814004,4,,,,,"10337",,,./0.png
,,tesa,,,,,,,,,,,4,,,,,"10338",,,./0.png
,,tesa,,,,,,,,,,,4,,,,,"10339",,,./0.png
,,tesa,,,,,,,,,,,4,,,,,"10340",,,./0.png
,,tesa,,,,,,,,,,,4,,,,,"10341",,,./0.png
,,tesa,,,,,,,,,,,4,,,,,"10342",,,./0.png
,,tesa,,,,,,,,,,,4,,,,,"10343",,,./0.png
,,tesa,,,,,,,,,,,4,,,,,"10344",,,./0.png
,,tesa,,,,,,,,,,,4,,,,,"10345",,,./0.png
,,tesa,,,,,,,,,,,4,,,,,"10346",,,./0.png
,,tesa,,,,,,,,,,,4,,,,,"10347",,,./0.png
,,tesa,,,,,,,,,,,4,,,,,"10348",,,./0.png
,,tesa,,,,,,,,,,,4,,,,,"10349",,,./0.png
,,tesa,,,,,,,,,,,4,,,,,"10350",,,./0.png
,,tesa,,,,,,,,,,,4,,,,,"10351",,,./0.png
,,tesa,,,,,,,,,,,4,,,,,"10352",,,./0.png
,,tesa,,,,,,,,,,,4,,,,,"10353",,,./0.png
,,tesa,,,,,,,,,,,4,,,,,"10354",,,./0.png
,,tesa,,,,,,,,,,,4,,,,,"10355",,,./0.png
,,tesa,,,,,,,,,,,4,,,,,"10356",,,./0.png
,,tesa,,,,,,,,,,,4,,,,,"10357",,,./0.png
,,tesa,,,,,,,,,,,4,,,,,"10358",,,./0.png
,,tesa,,,,,,,,,,,4,,,,,"10359",,,./0.png
,,tesa,,,,,,,,,,,4,,,,,"10360",,,./0.png
,,tesa,,,,,,,,,,,4,,,,,"10361",,,./0.png
,,tesa,,,,,,,,,,,4,,,,,"10362",,,./0.png
,,tesa,,,,,,,,,,,4,,,,,"10363",,,./0.png
,,tesa,,,,,,,,,,,4,,,,,"10364",,,./0.png
,,tesa,,,,,,,,,,,4,,,,,"10365",,,./0.png
,,tesa,,,,,,,,,,,4,,,,,"10366",,,./0.png
,,tesa,,,,,,,,,,,4,,,,,"10367",,,./0.png
,,tesa,,,,,,,,,,,4,,,,,"10368",,,./0.png
,,tesa,,,,,,,,,,,4,,,,,"10369",,,./0.png
,,tesa,,,,,,,,,,,4,,,,,"10370",,,./0.png
,,tesa,,,,,,,,,,,4,,,,,"10371",,,./0.png
,,tesa,,,,,,,,,,,4,,,,,"10372",,,./0.png
,,tesa,,,,,,,,,,,4,,,,,"10373",,,./0.png
,,tesa,,,,,,,,,,,4,,,,,"10374",,,./0.png
,,tesa,,,,,,,,,,,4,,,,,"10375",,,./0.png
,,tesa,,,,,,,,,,,4,,,,,"10376",,,./0.png
,,tesa,,,,,,,,,,,4,,,,,"10377",,,./0.png
,,tesa,,,,,,,,,,,4,,,,,"10378",,,./0.png
,,tesa,,,,,,,,,,,4,,,,,"10379",,,./0.png
,,tesa,,,,,,,,,,,4,,,,,"10380",,,./0.png
,,tesa,,,,,,,,,,,4,,,,,"10381",,,./0.png
,,tesa,,,,,,,,,,,4,,,,,"10382",,,./0.png
,,tesa,,,,,,,,,,,4,,,,,"10384",,,./0.png
,,tesa,,,,,,,,,,,4,,,,,"10385",,,./0.png
,,tesa,,,,,,,,,,,4,,,,,"10526",,,./0.png
,,tesa,,,,,,,,,,,4,,,,,"10527",,,./0.png
,,tesa,,,,,,,,,,,4,,,,,"10528",,,./0.png
,,tesa,,,,,,,,,,,4,,,,,"10529",,,./0.png
,,tesa,,,,,,,,,,,4,,,,,"10530",,,./0.png
,,tesa,,,,,,,,,,,4,,,,,"10531",,,./0.png
,,tesa,,,,,,,,,,,4,,,,,"10532",,,./0.png
,,tesa,,,,,,,,,,,4,,,,,"10533",,,./0.png
,,tesa,,,,,,,,,,,4,,,,,"10534",,,./0.png
,,tesa,,,,,,,,,,,4,,,,,"10535",,,./0.png
,,tesa,,,,,,,,,,,4,,,,,"10536",,,./0.png
,,tesa,,,,,,,,,,,4,,,,,"10537",,,./0.png
